id,libro,capitulo,verso,texto
28921,2 Corintios,7,9,"9 Ahora me alegro de haberla enviado, no porque los haya lastimado, sino porque el dolor hizo que se arrepintieran y cambiaran su conducta. Fue la clase de tristeza que Dios quiere que su pueblo tenga, de modo que no les hicimos daño de ninguna manera."
28922,2 Corintios,7,10,"10 Pues la clase de tristeza que Dios desea que suframos nos aleja del pecado y trae como resultado salvación. No hay que lamentarse por esa clase de tristeza; pero la tristeza del mundo, al cual le falta arrepentimiento, resulta en muerte espiritual."
28923,2 Corintios,7,11,"11 ¡Tan solo miren lo que produjo en ustedes esa tristeza que proviene de Dios! Tal fervor, tal ansiedad por limpiar su nombre, tal indignación, tal preocupación, tal deseo de verme, tal celo y tal disposición para castigar lo malo. Ustedes demostraron haber hecho todo lo necesario para corregir la situación."
28924,2 Corintios,7,12,"12 Mi propósito, entonces, no fue escribir acerca de quién causó el daño o quién resultó dañado. Les escribí para que, a los ojos de Dios, pudieran comprobar por sí mismos qué tan leales son a nosotros."
28925,2 Corintios,7,13,"13 Esto nos ha alentado en gran manera. Además de nuestro propio aliento, nos deleitamos particularmente al ver lo feliz que estaba Tito por la manera en que todos ustedes lo recibieron y lo tranquilizaron."
28926,2 Corintios,7,14,"14 Le dije lo orgulloso que estaba de ustedes, y no me decepcionaron. Siempre les he dicho la verdad, ¡y ahora mi jactancia ante Tito también resultó ser cierta!"
28927,2 Corintios,7,15,15 Ahora él se preocupa por ustedes más que nunca cuando recuerda cómo todos lo obedecieron y cómo lo recibieron con tanto temor y profundo respeto.
28928,2 Corintios,7,16,16 Ahora estoy muy feliz porque tengo plena confianza en ustedes.
28929,2 Corintios,8,1,"1 Un llamado a dar con generosidad Ahora quiero que sepan, amados hermanos, lo que Dios, en su bondad, ha hecho por medio de las iglesias de Macedonia."
28930,2 Corintios,8,2,"2 Estas iglesias están siendo probadas con muchas aflicciones y además son muy pobres; pero a la vez rebosan de abundante alegría, la cual se desbordó en gran generosidad."
28931,2 Corintios,8,3,"3 Pues puedo dar fe de que dieron no solo lo que podían, sino aún mucho más. Y lo hicieron por voluntad propia."
28932,2 Corintios,8,4,4 Nos suplicaron una y otra vez tener el privilegio de participar en la ofrenda para los creyentes de Jerusalén.
28933,2 Corintios,8,5,"5 Incluso hicieron más de lo que esperábamos, porque su primer paso fue entregarse ellos mismos al Señor y a nosotros, tal como Dios quería."
28934,2 Corintios,8,6,6 Así que le hemos pedido a Tito —quien los alentó a que comenzaran a dar— que regrese a ustedes y los anime a completar este ministerio de ofrendar.
28935,2 Corintios,8,7,"7 Dado que ustedes sobresalen en tantas maneras —en su fe, sus oradores talentosos, su conocimiento, su entusiasmo y el amor que reciben de nosotros — quiero que también sobresalgan en este acto bondadoso de ofrendar."
28936,2 Corintios,8,8,"8 No estoy ordenándoles que lo hagan, pero pongo a prueba qué tan genuino es su amor al compararlo con el anhelo de las otras iglesias."
28937,2 Corintios,8,9,"9 Ustedes conocen la gracia generosa de nuestro Señor Jesucristo. Aunque era rico, por amor a ustedes se hizo pobre para que mediante su pobreza pudiera hacerlos ricos."
28938,2 Corintios,8,10,"10 Este es mi consejo: sería bueno que completaran lo que comenzaron hace un año. El año pasado, ustedes fueron los primeros en querer dar y fueron los primeros en comenzar a hacerlo."
28939,2 Corintios,8,11,11 Ahora deberían terminar lo que comenzaron. Que el anhelo que mostraron al principio corresponda ahora con lo que den. Den en proporción a lo que tienen.
28940,2 Corintios,8,12,"12 Todo lo que den es bien recibido si lo dan con entusiasmo. Y den según lo que tienen, no según lo que no tienen."
28941,2 Corintios,8,13,"13 Claro, con eso no quiero decir que lo que ustedes den deba hacerles fácil la vida a otros y difícil a ustedes. Solo quiero decir que debería haber cierta igualdad."
28942,2 Corintios,8,14,"14 Ahora mismo ustedes tienen en abundancia y pueden ayudar a los necesitados. Más adelante, ellos tendrán en abundancia y podrán compartir con ustedes cuando pasen necesidad. De esta manera, habrá igualdad."
28943,2 Corintios,8,15,"15 Como dicen las Escrituras: «A los que recogieron mucho, nada les sobró, y a los que recogieron solo un poco, nada les faltó» ."
28944,2 Corintios,8,16,"16 Tito y sus compañeros Por lo tanto, ¡gracias a Dios!, quien le ha dado a Tito el mismo entusiasmo que yo tengo por ustedes."
28945,2 Corintios,8,17,"17 Tito recibió con agrado nuestra petición de que él volviera a visitarlos. De hecho, él mismo estaba deseoso por ir a verlos."
28946,2 Corintios,8,18,"18 También les enviamos junto con Tito a otro hermano, a quien todas las iglesias elogian como predicador de la Buena Noticia."
28947,2 Corintios,8,19,"19 Las iglesias lo nombraron para que nos acompañara a llevar la ofrenda a Jerusalén, un servicio que glorifica al Señor y que demuestra nuestro anhelo de ayudar."
28948,2 Corintios,8,20,20 Viajamos juntos para evitar cualquier crítica por la manera en que administramos esta generosa ofrenda.
28949,2 Corintios,8,21,"21 Tenemos cuidado de ser honorables ante el Señor, pero también queremos que todos los demás vean que somos honorables."
28950,2 Corintios,8,22,"22 Además les enviamos junto con ellos a otro de nuestros hermanos, que muchas veces ha demostrado lo que es y en varias ocasiones ha manifestado su gran fervor. Ahora está aún más entusiasmado debido a la gran confianza que tiene en ustedes."
28951,2 Corintios,8,23,"23 Si alguien pregunta por Tito, díganle que él es mi colaborador, quien trabaja conmigo para ayudarlos. Y los hermanos que lo acompañan fueron enviados por las iglesias, y le dan honor a Cristo."
28952,2 Corintios,8,24,24 Así que demuéstrenles su amor y pruébenles a todas las iglesias que está justificada nuestra jactancia por ustedes.
28953,2 Corintios,9,1,"1 Ofrenda para los cristianos de Jerusalén En realidad, no necesito escribirles acerca del ministerio de ofrendar para los creyentes de Jerusalén."
28954,2 Corintios,9,2,"2 Pues sé lo deseosos que están de ayudar, y me estuve jactando en las iglesias de Macedonia de que ustedes, los de Grecia, hace un año estuvieron dispuestos a enviar una ofrenda. De hecho, fue su entusiasmo lo que fomentó que muchos de los creyentes macedonios comenzaran a dar."
28955,2 Corintios,9,3,3 Les envío a estos hermanos para estar seguro de que ustedes realmente están listos —como les he estado diciendo a ellos— y que ya tienen todo el dinero reunido. No quiero estar equivocado al jactarme de ustedes.
28956,2 Corintios,9,4,4 Sería vergonzoso para nosotros —ni hablar de la vergüenza que significaría para ustedes— si algunos creyentes macedonios llegaran conmigo y encontraran que ustedes no están preparados ¡después de todo lo que les hablé de ustedes!
28957,2 Corintios,9,5,"5 Así que pensé que debería enviarles a estos hermanos primero, a fin de estar seguro de que tienen lista la ofrenda que prometieron; pero quiero que sea una ofrenda voluntaria, no una ofrenda dada de mala gana."
28958,2 Corintios,9,6,6 Recuerden lo siguiente: un agricultor que siembra solo unas cuantas semillas obtendrá una cosecha pequeña. Pero el que siembra abundantemente obtendrá una cosecha abundante.
28959,2 Corintios,9,7,"7 Cada uno debe decidir en su corazón cuánto dar; y no den de mala gana ni bajo presión, «porque Dios ama a la persona que da con alegría» ."
28960,2 Corintios,9,8,8 Y Dios proveerá con generosidad todo lo que necesiten. Entonces siempre tendrán todo lo necesario y habrá bastante de sobra para compartir con otros.
28961,2 Corintios,9,9,9 Como dicen las Escrituras: «Ellos comparten con libertad y dan generosamente a los pobres. Sus buenas acciones serán recordadas para siempre» .
28962,2 Corintios,9,10,"10 Pues es Dios quien provee la semilla al agricultor y luego el pan para comer. De la misma manera, él proveerá y aumentará los recursos de ustedes y luego producirá una gran cosecha de generosidad en ustedes."
28963,2 Corintios,9,11,"11 Efectivamente, serán enriquecidos en todo sentido para que siempre puedan ser generosos; y cuando llevemos sus ofrendas a los que las necesitan, ellos darán gracias a Dios."
28964,2 Corintios,9,12,12 Entonces dos cosas buenas resultarán del ministerio de dar: se satisfarán las necesidades de los creyentes de Jerusalén y ellos expresarán con alegría su agradecimiento a Dios.
28965,2 Corintios,9,13,"13 Como resultado del ministerio de ustedes, ellos darán la gloria a Dios. Pues la generosidad de ustedes tanto hacia ellos como a todos los creyentes demostrará que son obedientes a la Buena Noticia de Cristo."
28966,2 Corintios,9,14,14 Y ellos orarán por ustedes con un profundo cariño debido a la desbordante gracia que Dios les ha dado a ustedes.
28967,2 Corintios,9,15,15 ¡Gracias a Dios por este don que es tan maravilloso que no puede describirse con palabras!
28968,2 Corintios,10,1,"1 Pablo defiende su autoridad Ahora yo, Pablo, les ruego con la ternura y bondad de Cristo, aunque me doy cuenta de que piensan que soy tímido en persona y valiente solo cuando escribo desde lejos."
28969,2 Corintios,10,2,"2 Pues bien, les suplico ahora, para que cuando vaya, no tenga que ser atrevido con los que piensan que actuamos con intenciones humanas."
28970,2 Corintios,10,3,"3 Somos humanos, pero no luchamos como lo hacen los humanos."
28971,2 Corintios,10,4,"4 Usamos las armas poderosas de Dios, no las del mundo, para derribar las fortalezas del razonamiento humano y para destruir argumentos falsos."
28972,2 Corintios,10,5,5 Destruimos todo obstáculo de arrogancia que impide que la gente conozca a Dios. Capturamos los pensamientos rebeldes y enseñamos a las personas a obedecer a Cristo;
28973,2 Corintios,10,6,"6 y una vez que ustedes lleguen a ser totalmente obedientes, castigaremos a todo el que siga en desobediencia."
28974,2 Corintios,10,7,7 Fíjense en los hechos evidentes. Los que afirman que pertenecen a Cristo deben reconocer que nosotros pertenecemos a Cristo tanto como ellos.
28975,2 Corintios,10,8,"8 Pareciera que estoy jactándome demasiado de la autoridad que nos dio el Señor, pero nuestra autoridad los edifica a ustedes, no los destruye. Así que no me avergonzaré de usar mi autoridad."
28976,2 Corintios,10,9,9 No es mi intención asustarlos con mis cartas.
28977,2 Corintios,10,10,"10 Pues algunos dicen: «Las cartas de Pablo son exigentes y fuertes, ¡pero él en persona es débil y sus discursos no valen nada!»."
28978,2 Corintios,10,11,"11 Esas personas deberían darse cuenta de que nuestras acciones, cuando lleguemos en persona, serán tan enérgicas como lo que decimos en nuestras cartas, que llegan desde lejos."
28979,2 Corintios,10,12,"12 ¡Ah, no se preocupen! No nos atreveríamos a decir que somos tan maravillosos como esos hombres, que les dicen qué importantes son ellos pero solo se comparan el uno con el otro, empleándose a sí mismos como estándar de medición. ¡Qué ignorantes!"
28980,2 Corintios,10,13,"13 Nosotros no nos jactaremos de cosas hechas fuera de nuestro campo de autoridad. Nos jactaremos solo de lo que haya sucedido dentro de los límites del trabajo que Dios nos ha dado, los cuales incluyen nuestro trabajo con ustedes."
28981,2 Corintios,10,14,"14 No traspasamos esos límites cuando afirmamos tener autoridad sobre ustedes, como si nunca hubiéramos ido a visitarlos. Pues fuimos los primeros en viajar hasta Corinto con la Buena Noticia de Cristo."
28982,2 Corintios,10,15,"15 Tampoco nos jactamos ni nos atribuimos el mérito por el trabajo que otro haya hecho. En cambio, esperamos que la fe de ustedes crezca, a fin de que se extiendan los límites de nuestro trabajo entre ustedes."
28983,2 Corintios,10,16,"16 Entonces podremos ir a predicar la Buena Noticia en otros lugares más allá de ustedes, donde ningún otro esté trabajando. Así nadie pensará que nos jactamos de trabajar en el territorio de otro."
28984,2 Corintios,10,17,"17 Como dicen las Escrituras: «Si quieres jactarte, jáctate solo del Señor » ."
28985,2 Corintios,10,18,"18 Cuando la gente se alaba a sí misma, ese elogio no sirve de mucho. Lo importante es que los elogios provengan del Señor."
28986,2 Corintios,11,1,"1 Pablo y los falsos apóstoles Espero que toleren un poco más de mis «tonterías». Por favor, ténganme paciencia;"
28987,2 Corintios,11,2,"2 pues los celo, con el celo de Dios mismo. Los prometí como una novia pura a su único esposo: Cristo."
28988,2 Corintios,11,3,"3 Pero temo que, de alguna manera, su pura y completa devoción a Cristo se corrompa, tal como Eva fue engañada por la astucia de la serpiente."
28989,2 Corintios,11,4,"4 Ustedes soportan de buena gana todo lo que cualquiera les dice, aun si les predican a un Jesús diferente del que nosotros predicamos o a un Espíritu diferente del que ustedes recibieron o un evangelio diferente del que creyeron."
28990,2 Corintios,11,5,5 Pero de ninguna manera me considero inferior a esos «superapóstoles» que enseñan tales cosas.
28991,2 Corintios,11,6,"6 Podré ser un orador inexperto, pero no me falta conocimiento. Eso es algo que les hemos dejado bien claro a ustedes de todas las maneras posibles."
28992,2 Corintios,11,7,7 ¿Estaba equivocado cuando me humillé y los honré al predicarles la Buena Noticia de Dios sin esperar nada a cambio?
28993,2 Corintios,11,8,8 Les «robé» a otras iglesias al aceptar sus contribuciones para poder servirlos a ustedes sin ningún costo.
28994,2 Corintios,11,9,"9 Cuando estuve con ustedes y no tenía lo suficiente para vivir, no llegué a ser una carga financiera para nadie. Pues los hermanos que llegaron de Macedonia me trajeron todo lo que necesitaba. Nunca he sido una carga para ustedes y jamás lo seré."
28995,2 Corintios,11,10,"10 Tan cierto como que la verdad de Cristo está en mí, nadie en toda Grecia me impedirá que me jacte de esto."
28996,2 Corintios,11,11,11 ¿Por qué? ¿Porque no los amo? Dios sabe que sí.
28997,2 Corintios,11,12,12 Pero seguiré haciendo lo que siempre he hecho. Esto debilitará los argumentos de aquellos que andan buscando la oportunidad para jactarse de que su trabajo es igual al nuestro.
28998,2 Corintios,11,13,13 Estos individuos son falsos apóstoles. Son obreros engañosos que se disfrazan de apóstoles de Cristo.
28999,2 Corintios,11,14,14 ¡Pero no me sorprende para nada! Aun Satanás se disfraza de ángel de luz.
29000,2 Corintios,11,15,"15 Así que no es de sorprenderse que los que lo sirven también se disfracen de siervos de la justicia. Al final, recibirán el castigo que sus acciones perversas merecen."
29001,2 Corintios,11,16,"16 Las muchas pruebas de Pablo Otra vez lo digo, no piensen que soy un necio por hablar así; pero aun si lo piensan, escúchenme, tal como lo harían con una persona necia, mientras que yo también me jacto un poco."
29002,2 Corintios,11,17,"17 Dicha jactancia no proviene del Señor, pero actúo como un necio."
29003,2 Corintios,11,18,"18 Ya que otros se jactan de sus logros humanos, yo también lo haré."
29004,2 Corintios,11,19,"19 Después de todo, ustedes se creen muy sabios, ¡pero con gusto soportan a los necios!"
29005,2 Corintios,11,20,"20 Aguantan cuando alguien los esclaviza, les quita todo lo que tienen, se aprovecha de ustedes, toma control de todo y les da una bofetada."
29006,2 Corintios,11,21,21 ¡Me da vergüenza decir que nosotros fuimos demasiado «débiles» para hacer lo mismo! Pero sea lo que sea de lo que ellos se atrevan a jactarse —otra vez hablo como un necio— yo también me atrevo a jactarme de lo mismo.
29007,2 Corintios,11,22,22 ¿Son ellos hebreos? Yo también lo soy. ¿Son israelitas? También lo soy yo. ¿Son descendientes de Abraham? También yo.
29008,2 Corintios,11,23,"23 ¿Son siervos de Cristo? Sé que sueno como un loco, ¡pero yo lo he servido mucho más! He trabajado con más esfuerzo, me han encarcelado más seguido, fui azotado innumerables veces y enfrenté la muerte en repetidas ocasiones."
29009,2 Corintios,11,24,"24 En cinco ocasiones distintas, los líderes judíos me dieron treinta y nueve latigazos."
29010,2 Corintios,11,25,25 Tres veces me azotaron con varas. Una vez fui apedreado. Tres veces sufrí naufragios. Una vez pasé toda una noche y el día siguiente a la deriva en el mar.
29011,2 Corintios,11,26,"26 He estado en muchos viajes muy largos. Enfrenté peligros de ríos y de ladrones. Enfrenté peligros de parte de mi propio pueblo, los judíos, y también de los gentiles. Enfrenté peligros en ciudades, en desiertos y en mares. Y enfrenté peligros de hombres que afirman ser creyentes, pero no lo son."
29012,2 Corintios,11,27,"27 He trabajado con esfuerzo y por largas horas y soporté muchas noches sin dormir. He tenido hambre y sed, y a menudo me he quedado sin nada que comer. He temblado de frío, sin tener ropa suficiente para mantenerme abrigado."
29013,2 Corintios,11,28,"28 Además de todo eso, a diario llevo la carga de mi preocupación por todas las iglesias."
29014,2 Corintios,11,29,29 ¿Quién está débil sin que yo no sienta esa misma debilidad? ¿Quién se ha dejado llevar por mal camino sin que yo arda de enojo?
29015,2 Corintios,11,30,"30 Si debo jactarme, preferiría jactarme de las cosas que muestran lo débil que soy."
29016,2 Corintios,11,31,"31 Dios, el Padre de nuestro Señor Jesús, quien es digno de eterna alabanza, sabe que no miento."
29017,2 Corintios,11,32,"32 Cuando estuve en Damasco, el gobernador bajo el mando del rey Aretas puso guardias en las puertas de la ciudad para atraparme."
29018,2 Corintios,11,33,33 Tuvieron que descolgarme en un canasto por una ventana en el muro de la ciudad para que escapara de él.
29019,2 Corintios,12,1,"1 La visión de Pablo y la espina en su carne Mi jactancia no servirá de nada, sin embargo, debo seguir adelante. A mi pesar contaré acerca de visiones y revelaciones que provienen del Señor."
29020,2 Corintios,12,2,2 Hace catorce años fui llevado hasta el tercer cielo. Si fue en mi cuerpo o fuera de mi cuerpo no lo sé; solo Dios lo sabe.
29021,2 Corintios,12,3,"3 Es cierto, solo Dios sabe si estaba yo en mi cuerpo o fuera del cuerpo; pero sí sé"
29022,2 Corintios,12,4,"4 que fui llevado al paraíso y oí cosas tan increíbles que no pueden expresarse con palabras, cosas que a ningún humano se le permite contar."
29023,2 Corintios,12,5,"5 De esa experiencia vale la pena jactarse, pero no voy a hacerlo. Sólo me jactaré de mis debilidades."
29024,2 Corintios,12,6,"6 Si quisiera jactarme, no sería ningún necio al hacerlo porque estaría diciendo la verdad; pero no lo haré, porque no quiero que nadie me atribuya méritos más allá de lo que pueda verse en mi vida u oírse en mi mensaje,"
29025,2 Corintios,12,7,"7 aun cuando he recibido de Dios revelaciones tan maravillosas. Así que, para impedir que me volviera orgulloso, se me dio una espina en mi carne, un mensajero de Satanás para atormentarme e impedir que me volviera orgulloso."
29026,2 Corintios,12,8,"8 En tres ocasiones distintas, le supliqué al Señor que me la quitara."
29027,2 Corintios,12,9,"9 Cada vez él me dijo: Así que ahora me alegra jactarme de mis debilidades, para que el poder de Cristo pueda actuar a través de mí."
29028,2 Corintios,12,10,"10 Es por esto que me deleito en mis debilidades, y en los insultos, en privaciones, persecuciones y dificultades que sufro por Cristo. Pues, cuando soy débil, entonces soy fuerte."
29029,2 Corintios,12,11,"11 Preocupación de Pablo por los corintios Ustedes hicieron que me comportara como un necio al jactarme como lo hice. Deberían estar escribiendo elogios acerca de mí, porque no soy de ninguna manera inferior a esos «superapóstoles», aun cuando no soy nada en absoluto."
29030,2 Corintios,12,12,"12 Cuando estuve con ustedes les di pruebas de que soy un apóstol. Pues con paciencia hice muchas señales, maravillas y milagros entre ustedes."
29031,2 Corintios,12,13,"13 Lo único que no hice, y que sí hago en las demás iglesias, fue convertirme en una carga financiera para ustedes. Por favor, ¡perdónenme por esta falta!"
29032,2 Corintios,12,14,"14 Ahora voy a visitarlos por tercera vez y no les seré una carga. No busco lo que tienen, los busco a ustedes mismos. Después de todo, los hijos no mantienen a los padres. Al contrario, son los padres quienes mantienen a sus hijos."
29033,2 Corintios,12,15,"15 Con gusto me desgastaré por ustedes y también gastaré todo lo que tengo, aunque parece que cuanto más los amo, menos me aman ustedes a mí."
29034,2 Corintios,12,16,"16 Algunos de ustedes admiten que no les fui una carga, pero otros todavía piensan que fui muy astuto y que me aproveché de ustedes con engaños."
29035,2 Corintios,12,17,17 ¿Pero cómo? ¿Acaso alguno de los hombres que les envié se aprovechó de ustedes?
29036,2 Corintios,12,18,"18 Cuando le pedí a Tito que los visitara y envié con él al otro hermano, ¿acaso Tito se aprovechó de ustedes? ¡No!, porque ambos tenemos el mismo espíritu y caminamos sobre las pisadas del otro y hacemos las cosas de la misma manera."
29037,2 Corintios,12,19,"19 Tal vez piensen que decimos estas cosas solo para defendernos. No, les decimos esto como siervos de Cristo y con Dios como testigo. Todo lo que hacemos, queridos amigos, es para fortalecerlos."
29038,2 Corintios,12,20,"20 Pues temo que, cuando vaya, no me gustará lo que encuentre, y que a ustedes no les gustará mi reacción. Temo que encontraré peleas, celos, enojo, egoísmo, calumnias, chismes, arrogancia y conducta desordenada."
29039,2 Corintios,12,21,"21 Así es, tengo miedo de que, cuando vaya de nuevo, Dios me humille ante ustedes. Y quedaré entristecido porque varios de ustedes no han abandonado sus viejos pecados. No se han arrepentido de su impureza, de su inmoralidad sexual ni del intenso deseo por los placeres sensuales."
29040,2 Corintios,13,1,"1 Consejos finales de Pablo Esta es la tercera vez que los visito, (y como dicen las Escrituras: «Los hechos de cada caso deben ser establecidos por el testimonio de dos o tres testigos» )."
29041,2 Corintios,13,2,"2 Ya puse sobre aviso a los que andaban en pecado cuando estuve ahí durante mi segunda visita. Ahora les advierto de nuevo a ellos y a todos los demás, tal como lo hice antes, que la próxima vez no tendré compasión de ellos."
29042,2 Corintios,13,3,3 Les daré todas las pruebas que quieran de que Cristo habla por medio de mí. Cristo no es débil cuando trata con ustedes; es poderoso entre ustedes.
29043,2 Corintios,13,4,"4 Aunque fue crucificado en debilidad, ahora vive por el poder de Dios. Nosotros también somos débiles, al igual que Cristo lo fue, pero cuando tratemos con ustedes, estaremos vivos con él y tendremos el poder de Dios."
29044,2 Corintios,13,5,"5 Examínense para saber si su fe es genuina. Pruébense a sí mismos. Sin duda saben que Jesucristo está entre ustedes; de no ser así, ustedes han reprobado el examen de la fe genuina."
29045,2 Corintios,13,6,"6 Al ponerse a prueba, espero que reconozcan que nosotros no hemos reprobado el examen de la autoridad apostólica."
29046,2 Corintios,13,7,"7 Pedimos a Dios en oración que ustedes no hagan lo malo al rechazar nuestra corrección. Espero que no sea necesario demostrar nuestra autoridad cuando lleguemos. Hagan lo correcto antes de nuestra llegada, aun si eso hace que parezca que no hemos demostrado nuestra autoridad."
29047,2 Corintios,13,8,"8 Pues no podemos oponernos a la verdad, más bien siempre debemos defender la verdad."
29048,2 Corintios,13,9,9 Nos alegramos de parecer débiles si esto ayuda a mostrar que ustedes en realidad son fuertes. Nuestra oración es que lleguen a ser maduros.
29049,2 Corintios,13,10,"10 Les escribo todo esto antes de ir a verlos, con la esperanza de no tener que tratarlos con severidad cuando finalmente llegue. Pues mi deseo es usar la autoridad que el Señor me ha dado para fortalecerlos, no para destruirlos."
29050,2 Corintios,13,11,"11 Saludos finales de Pablo Amados hermanos, termino mi carta con estas últimas palabras: estén alegres. Crezcan hasta alcanzar la madurez. Anímense unos a otros. Vivan en paz y armonía. Entonces el Dios de amor y paz estará con ustedes."
29051,2 Corintios,13,12,12 Salúdense unos a otros con amor cristiano.
29052,2 Corintios,13,13,13 Todo el pueblo de Dios que está aquí les envía sus saludos.
29053,2 Corintios,13,14,"14 Que la gracia del Señor Jesucristo, el amor de Dios y la comunión del Espíritu Santo sean con todos ustedes."
29054,Gálatas,1,1,"1 Saludos de Pablo Les escribo, yo, el apóstol Pablo. No fui nombrado apóstol por ningún grupo de personas ni por ninguna autoridad humana, sino por Jesucristo mismo y por Dios Padre, quien levantó a Jesús de los muertos."
29055,Gálatas,1,2,2 Todos los hermanos de este lugar se unen a mí para enviar esta carta que escribo a las iglesias de Galacia.
29056,Gálatas,1,3,3 Que Dios nuestro Padre y el Señor Jesucristo les concedan gracia y paz.
29057,Gálatas,1,4,"4 Tal como Dios nuestro Padre lo planeó, Jesús entregó su vida por nuestros pecados para rescatarnos de este mundo de maldad en el que vivimos."
29058,Gálatas,1,5,5 ¡A Dios sea toda la gloria por siempre y para siempre! Amén.
29059,Gálatas,1,6,"6 Un solo camino verdadero Estoy horrorizado de que ustedes estén apartándose tan pronto de Dios, quien los llamó a sí mismo por medio de la amorosa misericordia de Cristo. Están siguiendo un evangelio diferente, que aparenta ser la Buena Noticia,"
29060,Gálatas,1,7,7 pero no lo es en absoluto. Están siendo engañados por los que a propósito distorsionan la verdad acerca de Cristo.
29061,Gálatas,1,8,"8 Si alguien —ya sea nosotros o incluso un ángel del cielo— les predica otra Buena Noticia diferente de la que nosotros les hemos predicado, que le caiga la maldición de Dios."
29062,Gálatas,1,9,"9 Repito lo que ya hemos dicho: si alguien predica otra Buena Noticia distinta de la que ustedes han recibido, que esa persona sea maldita."
29063,Gálatas,1,10,"10 Queda claro que no es mi intención ganarme el favor de la gente, sino el de Dios. Si mi objetivo fuera agradar a la gente, no sería un siervo de Cristo."
29064,Gálatas,1,11,"11 El mensaje de Pablo procede de Cristo Amados hermanos, quiero que entiendan que el mensaje del evangelio que predico no se basa en un simple razonamiento humano."
29065,Gálatas,1,12,"12 No recibí mi mensaje de ninguna fuente humana ni nadie me lo enseñó. En cambio, lo recibí por revelación directa de Jesucristo."
29066,Gálatas,1,13,13 Ustedes saben cómo me comportaba cuando pertenecía a la religión judía y cómo perseguí con violencia a la iglesia de Dios. Hice todo lo posible por destruirla.
29067,Gálatas,1,14,14 Yo superaba ampliamente a mis compatriotas judíos en mi celo por las tradiciones de mis antepasados.
29068,Gálatas,1,15,"15 Pero aun antes de que yo naciera, Dios me eligió y me llamó por su gracia maravillosa. Luego le agradó"
29069,Gálatas,1,16,"16 revelarme a su Hijo para que yo proclamara a los gentiles la Buena Noticia acerca de Jesús. Cuando esto sucedió, no me apresuré a consultar con ningún ser humano."
29070,Gálatas,1,17,"17 Tampoco subí a Jerusalén para pedir consejo de los que eran apóstoles antes que yo. En cambio, me fui a la región de Arabia y después regresé a la ciudad de Damasco."
29071,Gálatas,1,18,"18 Luego, tres años más tarde, fui a Jerusalén para conocer a Pedro y me quedé quince días con él."
29072,Gálatas,1,19,"19 El único otro apóstol que conocí en esos días fue Santiago, el hermano del Señor."
29073,Gálatas,1,20,20 Declaro delante de Dios que no es mentira lo que les escribo.
29074,Gálatas,1,21,"21 Después de esa visita, me dirigí al norte, a las provincias de Siria y Cilicia."
29075,Gálatas,1,22,"22 Y aun así, las congregaciones cristianas de Judea todavía no me conocían personalmente."
29076,Gálatas,1,23,23 Todo lo que sabían de mí era lo que la gente decía: «¡El que antes nos perseguía ahora predica la misma fe que trataba de destruir!».
29077,Gálatas,1,24,24 Y alababan a Dios por causa de mí.
29078,Gálatas,2,1,"1 Los apóstoles aceptan a Pablo Luego, catorce años más tarde, regresé a Jerusalén, esta vez con Bernabé; y Tito también vino."
29079,Gálatas,2,2,"2 Fui a Jerusalén, porque Dios me reveló que debía hacerlo. Durante mi tiempo allí, me reuní en privado con los que eran reconocidos como los dirigentes de la iglesia y les presenté el mensaje que predico a los gentiles. Quería asegurarme de que estábamos de acuerdo, porque temía que todos mis esfuerzos hubieran sido inútiles y que estaba corriendo la carrera en vano."
29080,Gálatas,2,3,"3 Sin embargo, ellos me respaldaron y ni siquiera exigieron que mi compañero Tito se circuncidara, a pesar de que era griego."
29081,Gálatas,2,4,"4 Incluso esa cuestión surgió solo a causa de algunos que se dicen cristianos —falsos cristianos en realidad —, que se habían infiltrado entre nosotros. Se metieron en secreto para espiarnos y privarnos de la libertad que tenemos en Cristo Jesús. Pues querían esclavizarnos y obligarnos a seguir los reglamentos judíos,"
29082,Gálatas,2,5,5 pero no nos doblegamos ante ellos ni por un solo instante. Queríamos preservar la verdad del mensaje del evangelio para ustedes.
29083,Gálatas,2,6,"6 Los líderes de la iglesia no tenían nada que agregar a lo que yo predicaba. (Dicho sea de paso, su fama de grandes líderes a mí no me afectó para nada, porque Dios no tiene favoritos)."
29084,Gálatas,2,7,"7 Al contrario, ellos comprendieron que Dios me había dado la responsabilidad de predicar el evangelio a los gentiles tal como le había dado a Pedro la responsabilidad de predicar a los judíos."
29085,Gálatas,2,8,"8 Pues el mismo Dios que actuaba por medio de Pedro, apóstol a los judíos, también actuaba por medio de mí, apóstol a los gentiles."
29086,Gálatas,2,9,"9 De hecho, Santiago, Pedro y Juan —quienes eran considerados pilares de la iglesia— reconocieron el don que Dios me había dado y nos aceptaron a Bernabé y a mí como sus colegas. Nos animaron a seguir predicando a los gentiles mientras ellos continuaban su tarea con los judíos."
29087,Gálatas,2,10,"10 La única sugerencia que hicieron fue que siguiéramos ayudando a los pobres, algo que yo siempre tengo deseos de hacer."
29088,Gálatas,2,11,"11 Pablo enfrenta a Pedro Pero cuando Pedro llegó a Antioquía, tuve que enfrentarlo cara a cara, porque él estaba muy equivocado en lo que hacía."
